1,49.41,62.16,4
2,78.01,73.22,1
3,72.1,78.31,1
4,47.89,66.17,4
5,83.22,75.39,1
6,75.66,84.13,1
7,76.58,65.73,1
8,72.22,91.47,1
9,45.78,63.98,4
10,71.57,84.54,1
11,21.49,87.31,4
12,15.31,62.1,4
13,74.44,67.89,1
14,22.97,86.47,4
15,10.88,83.53,4
16,92.5,84.42,1
17,90.78,74.82,1
18,87.1,83.42,1
19,49.76,77.42,4
20,81.92,85.07,1
21,77.74,87.06,1
22,86.86,83.38,1
23,22.22,84.11,4
24,73.22,80.39,1
25,14.1,62.07,4
26,48.58,67.2,4
27,81.95,5.562,0
28,70.85,75.48,1
29,73.76,71.04,1
30,10.65,86.23,4
31,92.14,72.36,1
32,23.12,80.36,4
33,47.29,88.69,4
34,47.58,65.25,4
35,84.21,90.19,1
36,30.38,88.74,4
37,92.7,78.01,1
38,76.83,67.04,1
39,72.44,77.3,1
40,10.39,83.85,4
41,14.79,85.2,4
42,10.34,78.73,4
43,21.45,85.81,4
44,72.86,70.08,1
45,34.9,85.69,4
46,20.53,84.47,4
47,59.72,79.53,0
48,26.66,85.49,4
49,45.27,82.28,4
50,82.1,92.39,1
51,19.72,89.35,4
52,37.61,81.56,4
53,66.57,80.17,1
54,40.48,77.68,4
55,12.89,76.59,4
56,84.85,92.88,1
57,40.14,88.01,4
58,20.2,87.94,4
59,74.66,72,1
60,31.05,82.81,4
61,78.76,88.1,1
62,75.7,89.03,1
63,20.7,85.95,4
64,47.37,84.15,4
65,76.34,73.29,1
66,41.24,89.93,4
67,46.02,80.68,4
68,85.79,73.85,1
69,45.36,77.81,4
70,68.91,89.15,1
71,72.11,84.05,1
72,80.23,71.51,1
73,45.53,67.21,4
74,45.68,79.38,4
75,71.8,69.34,1
76,90.4,70.34,1
77,69.23,89.23,1
78,74.11,86.3,1
79,19.2,87.01,4
80,87.35,83.36,1
81,91.17,77.72,1
82,27.53,82.18,4
83,16.98,85.06,4
84,85.02,86.36,1
85,83.15,68.55,1
86,23.63,83.07,4
87,46.31,60.74,4
88,11.06,89.11,4
89,19.72,84.25,4
90,86.26,90.81,1
91,74.28,78.76,1
92,75.79,74.42,1
93,32.36,81.78,4
94,19.93,68.24,4
95,16.69,69.5,4
96,39.15,103.2,0
97,70.36,78.16,1
98,82.67,92.73,1
99,86.96,71.3,1
100,46.79,89.67,4
101,47.99,79.24,4
102,12.03,70.59,4
103,12.6,79.65,4
104,74.89,84.85,1
105,41.67,80.76,4
106,14.3,73.29,4
107,70.32,89.95,1
108,46.67,86.26,4
109,35.13,81.04,4
110,65.43,79.36,1
111,14.87,76,4
112,72.42,68.71,1
113,87.73,75.78,1
114,68.27,85.8,1
115,40.91,89.5,4
116,23.02,84.14,4
117,15.65,74.25,4
118,82.48,87.46,1
119,73.75,82.47,1
120,39.38,84.72,4
121,42.22,72.24,4
122,70.87,73.61,1
123,72.49,71.52,1
124,74.52,92.54,1
125,34.59,82.74,4
126,41.51,86.91,4
127,13.35,87.71,4
128,82.94,90.89,1
129,74.18,80.15,1
130,83.54,67.2,1
131,13.1,68.84,4
132,89.37,88.11,1
133,32.04,89.95,4
134,87.08,81.93,1
135,67.93,79.33,1
136,20.67,83.22,4
137,23.66,80.26,4
138,30.71,81.96,4
139,74.38,14.18,0
140,41.62,87.67,4
141,91.9,72.16,1
142,82.56,86.2,1
143,72.69,86.99,1
144,15.96,64.93,4
145,72.87,76.7,1
146,80.03,70.82,1
147,37.12,88.41,4
148,37.25,84.82,4
149,17.61,106,0
150,43.75,77.73,4
151,32.28,86.31,4
152,12.55,65.27,4
153,81.94,94.83,1
154,38.64,81.83,4
155,89.99,85.32,1
156,76.73,72.5,1
157,84.99,70.23,1
158,84.34,87.24,1
159,43.01,67.02,4
160,75.51,67.83,1
161,40.97,72.72,4
162,73.59,81.68,1
163,84.33,83.03,1
164,71.96,80.62,1
165,44.13,63.77,4
166,26.48,81.47,4
167,19.58,61.6,4
168,48.59,73.13,4
169,79.45,74.97,1
170,42.86,67.9,4
171,85.46,68.47,1
172,23.79,82.25,4
173,42.02,78.3,4
174,47.93,69.18,4
175,23.9,62.45,0
176,13.62,62.03,4
177,67.68,85.97,1
178,41.03,89.81,4
179,93.12,84.05,1
180,75.54,85.52,1
181,14.36,84.69,4
182,42.19,88.55,4
183,94.05,80.99,1
184,86.06,87.43,1
185,92.7,74.99,1
186,14.32,68.34,4
187,12.93,75.15,4
188,80.62,72.25,1
189,76.86,71.19,1
190,40.32,12.84,0
191,33.37,87.92,4
192,71.73,81.19,1
193,14.78,87.02,4
194,18.09,65.49,4
195,17.52,86.07,4
196,46.65,72.94,4
197,86.5,75.99,1
198,80.05,93.46,1
199,91.96,80.74,1
200,17.88,87.89,4
201,65.23,79.98,1
202,41.82,83.47,4
203,67.87,71.32,1
204,93.21,83.13,1
205,88.14,58.4,0
206,74.22,82.96,1
207,30.03,86.31,4
208,65.87,75.72,1
209,72.7,69.49,1
210,88.03,69.26,1
211,39.69,89.09,4
212,36.42,48.34,0
213,15.34,69.26,4
214,82.85,91.57,1
215,75.29,93.39,1
216,46.06,65.3,4
217,75.03,90.38,1
218,85.47,74.93,1
219,74.92,89.36,1
220,69.57,75.9,1
221,16.84,70.14,4
222,79.68,68.88,1
223,12.02,88.99,4
224,71.02,83.39,1
225,20.59,89.62,4
226,71.14,73.71,1
227,48,86.9,4
228,19.41,64.17,4
229,17.27,0.1365,0
230,118.8,108.9,0
231,74.89,85.6,1
232,102,107.9,0
233,73.67,89.97,1
234,14.89,89.17,4
235,73.51,92.36,1
236,11.49,64.61,4
237,19.41,84.14,4
238,19.99,72.94,4
239,88.03,70.51,1
240,33.54,85.96,4
241,46.67,83.68,4
242,45.73,81.14,4
243,49.46,65.57,4
244,82.58,88.03,1
245,48.79,80.68,4
246,72.54,75.28,1
247,72.21,81.7,1
248,69.49,82.17,1
249,76.21,93.64,1
250,86.3,76.7,1
251,10.42,84.48,4
252,72.39,69.24,1
253,67.46,74.95,1
254,21.94,88.03,4
255,92.66,77.21,1
256,21.92,86.6,4
257,83.72,58.72,0
258,92.04,73.13,1
259,85.43,83.21,1
260,13.48,73.61,4
261,86.57,81.7,1
262,14.77,77.17,4
263,98.26,57.29,0
264,72.18,72.4,1
265,67.71,84.71,1
266,12.36,80.22,4
267,18.81,77.37,4
268,36.65,85.92,4
269,88.79,74.68,1
270,66.54,54.39,0
271,79,85.62,1
272,32.79,88.33,4
273,34.04,83.43,4
274,74.1,79.82,1
275,87.09,74.03,1
276,16.72,65.41,4
277,66.88,13.23,0
278,11.62,72.37,4
279,83.69,72.98,1
280,78.53,75.1,1
281,19.68,89.97,4
282,14.22,69.97,4
283,13.26,70.19,4
284,74.45,67.09,1
285,87.01,71.63,1
286,80.8,71.71,1
287,90.16,80.98,1
288,80.47,73.58,1
289,91.63,87.78,1
290,71.86,83.25,1
291,30.5,82.53,4
292,83.07,90.81,1
293,93.05,81.06,1
294,77.8,89.75,1
295,73.18,84.74,1
296,71.49,85.33,1
297,42.3,72.79,4
298,38.03,80.66,4
299,13.28,67.84,4
300,12.14,80.94,4
301,17.3,68.78,4
302,66.57,74.51,1
303,92.41,72.29,1
304,16.03,71.57,4
305,45.45,84.69,4
306,63.15,35.14,0
307,82.57,73.52,1
308,89.72,78.53,1
309,70.53,75.95,1
310,89.39,70.14,1
311,70.33,81.65,1
312,20.83,86.71,4
313,47.14,66.68,4
314,74.41,69.56,1
315,20.02,89.88,4
316,46.98,80.21,4
317,67.69,86.42,1
318,71.17,84.07,1
319,88.8,79.33,1
320,83.52,72.35,1
321,49.16,67.53,4
322,76.19,72.66,1
323,46.88,79.14,4
324,18.42,20.37,0
325,78.83,90.55,1
326,88.27,70.38,1
327,74.19,90.05,1
328,81.7,68.07,1
329,22.89,86.98,4
330,75.84,67.18,1
331,94.58,82.36,1
332,75.73,70.19,1
333,11.63,70.28,4
334,90.6,83.03,1
335,19.87,60.95,4
336,81.44,115.7,0
337,83.65,70.24,1
338,16.82,72.51,4
339,45.08,64.06,4
340,71.58,88.57,1
341,89.94,87.9,1
342,35.2,88.63,4
343,78.77,80.56,0
344,69.05,79.16,1
345,84.69,76.27,1
346,89.28,72.69,1
347,80.05,91.5,1
348,22.47,82.71,4
349,32.23,82.43,4
350,24.63,87.31,4
351,94.19,78.62,1
352,78.53,87.03,1
353,11.32,84.4,4
354,70.9,81.38,1
355,91.51,81.58,1
356,77.66,92.24,1
357,88.02,72.52,1
358,80.06,94.17,1
359,90.84,81.2,1
360,54.57,90.84,0
361,91.93,83.8,1
362,43.51,87.97,4
363,12.76,75.25,4
364,18.6,82.28,4
365,91.82,85.72,1
366,39.31,88.56,4
367,27.15,81.86,4
368,80.94,89.47,1
369,28.9,80.47,4
370,88.42,78.35,1
371,18.77,73.43,4
372,12.92,88.83,4
373,15.29,80.63,4
374,40.36,70.92,4
375,75.59,72.45,1
376,15.62,63.97,4
377,29.71,84.58,4
378,74.28,75.45,1
379,35.79,88.95,4
380,14.64,89.77,4
381,107.2,83.4,0
382,12.97,64.71,4
383,17.16,81.91,4
384,42.6,64.4,4
385,42,79.81,4
386,44.66,60.55,4
387,11.91,68.46,4
388,76.08,90.86,1
389,40.24,69.58,4
390,73.12,76.96,1
391,41.74,86.2,4
392,13.76,68.73,4
393,11.3,80.03,4
394,16.87,78.76,4
395,75.44,69.94,1
396,39.14,84.72,4
397,41.58,89.59,4
398,77.81,90.38,1
399,72.88,66.82,1
400,86.03,86.67,1
401,18.36,74.07,4
402,20.02,81.14,4
403,90.86,73.64,1
404,41.73,60.27,4
405,86.22,81.37,1
406,47.91,61.68,4
407,85.57,91.43,1
408,87.81,83.94,1
409,68.99,79.66,1
410,44.12,89.29,4
411,84.87,72.48,1
412,76.06,75.09,1
413,15.77,79.32,4
414,73.66,87.23,1
415,88.39,72.26,1
416,82.12,65.46,1
417,92.31,77.65,1
418,40.27,65.64,4
419,89.03,87.07,1
420,88.48,90.38,1
421,30.81,86.93,4
422,70.06,76.55,1
423,53.04,79.63,0
424,35.38,84.32,4
425,40.4,65.44,4
426,44.4,66.21,4
427,74.09,75.28,1
428,70.48,80.86,1
429,14.35,89.86,4
430,11.12,78.5,4
431,79.85,65.45,1
432,68.69,81.02,1
433,12.26,86.81,4
434,32.83,83.98,4
435,21.09,85.43,4
436,115.4,90.51,0
437,17.05,61.14,4
438,89.63,90.47,1
439,79.3,70.38,1
440,12.07,61.94,4
441,19.93,81.24,4
442,18.74,63.01,4
443,106.5,29.98,0
444,88.36,75.34,1
445,26.95,88.6,4
446,11.89,81.2,4
447,13,79.64,4
448,47.16,73.96,4
449,81.8,68.95,1
450,44.98,67.31,4
451,66.65,77.53,1
452,42.25,61.89,4
453,26.3,81.48,4
454,42.65,87.8,4
455,91.41,74.8,1
456,75.83,90.6,1
457,68.64,82.88,1
458,15.51,66.9,4
459,92.21,85.2,1
460,28.43,89.59,4
461,10.85,71.85,4
462,66.28,82.8,1
463,11.69,86.32,4
464,75.61,69.51,1
465,70.2,73.63,1
466,86.37,87.5,1
467,17.21,86.17,4
468,80,74.61,1
469,33.36,82.61,4
470,20.32,82.38,4
471,74.69,74.24,1
472,39.29,82.06,4
473,46.85,74.09,4
474,18.96,84.66,4
475,46.63,87.2,4
476,42.14,78.35,4
477,89.11,79.2,1
478,44.75,72.28,4
479,77.35,69.18,1
480,66.64,86.27,1
481,79.56,86.44,1
482,87.4,78.31,1
483,45.23,73.63,4
484,93.66,78.26,1
485,12.98,63.13,4
486,91.72,74.82,1
487,40.88,77.01,4
488,69.92,84.25,1
489,13.42,67.4,4
490,36.77,87.27,4
491,16.42,82.45,4
492,14.08,84.17,4
493,81.21,91.67,1
494,67.03,72.5,1
495,80.81,89.99,1
496,89.55,86.35,1
497,92.52,79.53,1
498,116.2,117.6,0
499,71,91.51,1
500,17.47,84.78,4
501,91.2,77.31,1
502,49.79,73.12,4
503,48.96,84.49,4
504,90.85,84.92,1
505,90.5,73.58,1
506,13.93,61.4,4
507,79.14,94.71,1
508,76.92,73.06,1
509,41.54,70.71,4
510,74.99,83.27,1
511,92.15,79.61,1
512,84.4,82.73,1
513,46.63,68.72,4
514,91.39,82.63,1
515,49.43,61.78,4
516,43.17,82.39,4
517,65.25,58.02,0
518,44.47,77.2,4
519,43.78,82.41,4
520,18.34,72.04,4
521,16.84,79.37,4
522,26.35,81.04,4
523,48.52,60.35,4
524,49.4,61.28,4
525,89.1,4.162,0
526,90,84.11,1
527,19.26,74.91,4
528,69.23,71.5,1
529,119.7,21.36,0
530,89.3,72.62,1
531,76.04,76.52,1
532,42.03,89.18,4
533,89.91,81.3,1
534,91.52,80.24,1
535,82.64,69.37,1
536,91.94,82.88,1
537,12.4,76.15,4
538,46.79,75.72,4
539,71.54,79.67,1
540,11.17,73.48,4
541,87.4,87.97,1
542,31.76,81.38,4
543,30.82,88.9,4
544,68.04,76.2,1
545,18.18,76.99,4
546,17.52,84.27,4
547,41.51,89.02,4
548,43.4,62.43,4
549,70.54,71.91,1
550,71.2,88.71,1
551,26.71,86.88,4
552,68.94,75.79,1
553,67.02,82.81,1
554,15.98,79.89,4
555,14.79,61.26,4
556,43.05,85.65,4
557,84.91,88.1,1
558,48.95,79.57,4
559,88.91,88.5,1
560,32.61,88.28,4
561,94.19,78.57,1
562,74.32,84.03,1
563,70.5,90.33,1
564,19.93,69.29,4
565,12.33,61.98,4
566,34.63,83.58,4
567,18.18,88.6,4
568,79.69,71.27,1
569,76.46,74.34,1
570,68.79,73.43,1
571,90.31,85.54,1
572,87.8,68.56,1
573,19.6,84.66,4
574,19.16,82.93,4
575,15.42,69.26,4
576,18.58,74.37,4
577,75.23,68.52,1
578,12.25,70,4
579,81.12,87.17,1
580,11.23,84.2,4
581,65.75,80.77,1
582,23.09,84.01,4
583,72.05,79.28,1
584,74.87,80.98,1
585,79.68,68.33,1
586,41.43,89.53,4
587,42.06,62.84,4
588,10.82,65.1,4
589,57.65,18.41,0
590,79.81,90.82,1
591,16.17,84.71,4
592,52.91,16.79,0
593,78.56,74.95,1
594,67.42,78.96,1
595,45.43,70.06,4
596,31.57,88.77,4
597,44.75,70.16,4
598,78.46,70.83,1
599,70.44,76.21,1
600,16.53,87.55,4
601,87.09,69.85,1
602,15.85,68.23,4
603,75.68,71.43,1
604,68.07,82.75,1
605,16.62,73.59,4
606,46.33,77.56,4
607,41.01,89.49,4
608,19.37,78.37,4
609,39.39,85.45,4
610,66.83,81.58,1
611,68.17,87.56,1
612,14.78,20.68,0
613,14.08,87.57,4
614,81.21,90.9,1
615,10.1,89.48,4
616,86.73,70.56,1
617,84.3,83.76,1
618,16.25,71.14,4
619,40.97,85.12,4
620,17.58,76.9,4
621,89.74,80.28,1
622,90.42,84.14,1
623,19.72,76.67,4
624,85.09,74.25,1
625,13.99,87.69,4
626,80.55,91.08,1
627,73.08,90.7,1
628,65.69,83.14,1
629,18.09,81.39,4
630,10.69,84.27,4
631,78.46,67.74,1
632,43.32,61.81,4
633,11.89,77.54,4
634,12.84,74.21,4
635,82.98,94.53,1
636,49.21,80.96,4
637,90.57,69.85,1
638,15.47,78.61,4
639,12.86,81.69,4
640,11.72,77.11,4
641,57.82,37.16,0
642,92.46,74.91,1
643,10.63,60.56,4
644,81.7,73.67,1
645,66.94,80.37,1
646,19.31,68.31,4
647,77.41,92.18,1
648,68.55,71.49,1
649,45.11,73.13,4
650,15.66,111.2,0
651,47.66,75.26,4
652,38.94,82.07,4
653,78.09,69.01,1
654,72.7,76.15,1
655,19.39,87.69,4
656,91.69,85.96,1
657,89.45,79.3,1
658,28.59,85.17,4
659,11.96,63.98,4
660,84.68,74.09,1
661,83,87.77,1
662,46.86,71.99,4
663,24.01,81,4
664,87.72,70.25,1
665,34.6,89.26,4
666,24.28,80.88,4
667,25.08,83.94,4
668,12.63,72.59,4
669,78.73,66.26,1
670,36.81,89.33,4
671,70.63,85.41,1
672,118.6,37.49,0
673,74.56,67.35,1
674,76.25,73.34,1
675,74.78,86.69,1
676,81.36,67.67,1
677,47.61,79.12,4
678,81.52,92.98,1
679,83.72,88.33,1
680,13.61,51.95,0
681,17.49,64.86,4
682,27.55,88.55,4
683,24.26,87.57,4
684,10.06,71.4,4
685,70.61,74.18,1
686,36.35,88.69,4
687,17.86,62.92,4
688,89.74,74.55,1
689,74.05,89.87,1
690,78.85,68.6,1
691,37.8,86.67,4
692,88.93,75.65,1
693,92.95,76.06,1
694,13.73,88.47,4
695,69.61,84.27,1
696,77.11,87.88,1
697,88.42,83.6,1
698,88.47,72.2,1
